nation,date,tmax,tmin,precip,month,day,year
Germany,2008-12-16,3.321949152542377,1.6286779661016948,0.7480362925830508,12,16,2008
Germany,2009-12-16,-1.2647966101694907,-5.4567966101694925,0.2744254137355932,12,16,2009
Germany,2010-12-16,-2.487898305084746,-7.936932203389834,4.989090251105085,12,16,2010
Germany,2011-12-16,5.6045593220339,1.1218644067796617,20.669251854996613,12,16,2011
Germany,2012-12-16,5.144457627118644,3.226864406779662,4.234304266901695,12,16,2012
Germany,2013-12-16,6.822932203389828,1.6966610169491536,0.02144312475254237,12,16,2013
Germany,1979-12-17,7.602474576271185,1.9212542372881378,5.549026591891526,12,17,1979
Germany,1980-12-17,1.8781186440677946,-1.9529999999999965,0.6281061226169492,12,17,1980
Germany,1981-12-17,-7.469152542372879,-16.193305084745763,1.211551030494915,12,17,1981
Germany,1982-12-17,3.855203389830509,0.2851864406779666,4.060490335444068,12,17,1982
Germany,1983-12-17,1.386525423728816,-3.880389830508475,1.503637144718644,12,17,1983
Germany,1984-12-17,1.6138644067796606,-1.921796610169492,2.3511499976135593,12,17,1984
Germany,1985-12-17,7.039457627118647,3.297254237288138,4.446030126142373,12,17,1985
Germany,1986-12-17,4.105949152542372,1.607033898305079,2.5206728544,12,17,1986
Germany,1987-12-17,7.801864406779659,3.9430677966101704,10.111583339267797,12,17,1987
Germany,1988-12-17,1.588559322033901,-2.7282033898305103,1.8851184196474577,12,17,1988
Germany,1989-12-17,11.449694915254238,8.737474576271188,6.6387574287457625,12,17,1989
Germany,1990-12-17,-0.14216949152542008,-2.445932203389831,1.0831540282169492,12,17,1990
Germany,1991-12-17,3.661627118644067,-1.2786101694915253,1.996916601355932,12,17,1991
Germany,1992-12-17,4.021101694915255,-0.14144067796610213,0.30512083289491526,12,17,1992
Germany,1993-12-17,4.24515254237288,2.0825254237288124,4.903580355986441,12,17,1993
Germany,1994-12-17,2.2632542372881304,-0.5310338983050852,0.5101253193355932,12,17,1994
Germany,1995-12-17,-1.0534406779661,-3.7035254237288147,0.6252548862508475,12,17,1995
Germany,1996-12-17,1.8567796610169474,-0.35154237288135376,1.7579870954847456,12,17,1996
Germany,1997-12-17,-3.253830508474573,-8.401305084745765,1.0510332249355931,12,17,1997
Germany,1998-12-17,5.0632203389830535,1.303915254237291,0.14096600871864406,12,17,1998
Germany,1999-12-17,2.8247796610169473,-1.8020847457627134,4.090894418684746,12,17,1999
Germany,2000-12-17,3.5865762711864395,0.3262033898305071,1.9421596058033896,12,17,2000
Germany,2001-12-17,0.907474576271191,-2.1492711864406777,1.4662503053694915,12,17,2001
Germany,2002-12-17,2.1811694915254227,-0.8404915254237252,2.320716204366102,12,17,2002
Germany,2003-12-17,4.026372881355932,0.29093220338983483,1.2723019583186441,12,17,2003
Germany,2004-12-17,5.279406779661016,1.7337966101694888,6.166905831945762,12,17,2004
Germany,2005-12-17,1.2385762711864385,-1.8217796610169503,4.2212991848949155,12,17,2005
Germany,2006-12-17,6.056644067796608,3.301,1.9477456712542371,12,17,2006
Germany,2007-12-17,0.6085593220338962,-3.0094406779660985,0.27294166787796614,12,17,2007
Germany,2008-12-17,2.704440677966102,-0.2088474576271193,2.287693382522034,12,17,2008
Germany,2009-12-17,-2.5075593220338983,-7.004288135593217,0.8057609269016949,12,17,2009
Germany,2010-12-17,-2.3735084745762705,-6.086627118644064,4.469131703471187,12,17,2010
Germany,2011-12-17,3.473864406779663,1.257203389830511,4.284697331410169,12,17,2011
Germany,2012-12-17,4.979796610169494,2.278152542372884,3.689613846061017,12,17,2012
Germany,2013-12-17,6.7279491525423785,1.767610169491524,0.08798372096949153,12,17,2013
Germany,1979-12-18,4.8324067796610155,1.809355932203392,5.600845743864407,12,18,1979
Germany,1980-12-18,2.068898305084748,-1.5406949152542384,7.074194626861017,12,18,1980
Germany,1981-12-18,-6.293813559322038,-11.880152542372883,3.340675711525424,12,18,1981
Germany,1982-12-18,1.7457457627118649,-0.8149491525423747,2.997745909261017,12,18,1982
Germany,1983-12-18,1.8095423728813538,-0.29967796610169367,3.2997976689355935,12,18,1983
Germany,1984-12-18,3.5740677966101693,0.28110169491525877,7.742451938644068,12,18,1984
Germany,1985-12-18,6.127830508474578,2.5084237288135594,8.821387198250846,12,18,1985
Germany,1986-12-18,6.55427118644068,3.296525423728813,10.089412267484747,12,18,1986
Germany,1987-12-18,12.618576271186443,7.09442372881356,14.510159397518644,12,18,1987
Germany,1988-12-18,4.150864406779661,1.03918644067797,6.473045101667797,12,18,1988
Germany,1989-12-18,10.923661016949152,7.5088644067796615,3.1420868811254237,12,18,1989
Germany,1990-12-18,-0.45776271186440537,-2.5344915254237264,0.8054701178033898,12,18,1990
Germany,1991-12-18,5.258661016949154,1.7527796610169502,12.24294742397288,12,18,1991
Germany,1992-12-18,3.5559830508474572,-1.0157118644067815,0.07032295793898305,12,18,1992
Germany,1993-12-18,7.722271186440674,1.926067796610173,2.3061979823186443,12,18,1993
Germany,1994-12-18,2.563474576271188,-1.2834915254237282,0.31585695071186437,12,18,1994
Germany,1995-12-18,0.5829999999999992,-2.2825932203389865,1.6246151044474575,12,18,1995
Germany,1996-12-18,3.8684237288135592,0.9137288135593254,1.1686506861966102,12,18,1996
Germany,1997-12-18,0.21374576271186485,-4.500779661016946,0.9279024285966102,12,18,1997
Germany,1998-12-18,5.024050847457626,1.3496610169491536,0.5991564159457627,12,18,1998
Germany,1999-12-18,3.395203389830509,-0.29752542372881574,5.385454244176271,12,18,1999
Germany,2000-12-18,3.2362033898305085,-1.1256101694915255,1.082688853423729,12,18,2000
Germany,2001-12-18,2.161745762711862,-1.2291016949152551,0.9565032137491526,12,18,2001
Germany,2002-12-18,0.8400847457627071,-3.7708305084745755,0.5734653190779662,12,18,2002
Germany,2003-12-18,3.223644067796608,-0.9071694915254267,0.11658427749152543,12,18,2003
Germany,2004-12-18,3.0857288135593253,0.6250847457627098,8.179650415281357,12,18,2004
Germany,2005-12-18,1.1853728813559339,-2.1722542372881386,2.2526626988745764,12,18,2005
Germany,2006-12-18,4.703203389830508,2.1530338983050896,0.6091942339525424,12,18,2006
Germany,2007-12-18,0.5151864406779662,-3.9694576271186417,0.06112890976271187,12,18,2007
Germany,2008-12-18,2.7665762711864446,0.15430508474576468,1.0043064680949152,12,18,2008
Germany,2009-12-18,-3.6786949152542388,-10.577220338983054,1.7018916265220339,12,18,2009
Germany,2010-12-18,-3.6519322033898334,-8.709830508474578,0.5300553878237287,12,18,2010
Germany,2011-12-18,2.6652711864406786,0.022813559322030014,2.155834137722034,12,18,2011
Germany,2012-12-18,4.427220338983045,1.6808305084745752,5.241199643145762,12,18,2012
Germany,2013-12-18,6.149135593220337,1.412898305084746,0.13372129214237288,12,18,2013
Germany,1979-12-19,2.932644067796613,-1.1958813559322006,2.6594058379118644,12,19,1979
Germany,1980-12-19,1.7257796610169494,-1.7537966101694897,0.6797208529220339,12,19,1980
Germany,1981-12-19,-5.048457627118643,-11.217644067796611,3.1963352631864406,12,19,1981
Germany,1982-12-19,1.021711864406783,-2.393271186440677,0.6974110191050849,12,19,1982
Germany,1983-12-19,3.8841186440677977,0.6361525423728807,4.565290763837288,12,19,1983
Germany,1984-12-19,2.4752881355932197,-0.8247966101694909,2.047338645437288,12,19,1984
Germany,1985-12-19,5.898288135593218,2.7484067796610168,5.011988668230508,12,19,1985
Germany,1986-12-19,6.83447457627119,1.0166610169491512,15.492656799945763,12,19,1986
Germany,1987-12-19,9.534949152542374,6.003389830508475,5.0564460587796605,12,19,1987
Germany,1988-12-19,6.343406779661016,2.6474237288135565,17.565221094345763,12,19,1988
Germany,1989-12-19,10.901152542372882,4.256288135593222,3.888450303620339,12,19,1989
Germany,1990-12-19,-0.0026440677966038046,-2.497559322033902,1.2057318677288136,12,19,1990
Germany,1991-12-19,7.727830508474575,2.0374067796610174,18.10994011602712,12,19,1991
Germany,1992-12-19,4.934288135593218,1.154508474576271,4.8843777426711865,12,19,1992
Germany,1993-12-19,11.877322033898306,5.866271186440671,14.378093980718646,12,19,1993
Germany,1994-12-19,4.536305084745758,0.887220338983052,1.1089325357694915,12,19,1994
Germany,1995-12-19,1.3564237288135612,-0.9855593220338958,1.3837654044610168,12,19,1995
Germany,1996-12-19,3.9276101694915257,-0.07742372881355801,8.654134235552542,12,19,1996
Germany,1997-12-19,2.6531016949152564,-2.3708474576271192,1.914053402318644,12,19,1997
Germany,1998-12-19,6.408322033898309,3.1877288135593225,4.485075732610169,12,19,1998
Germany,1999-12-19,1.0023728813559316,-2.0751016949152534,3.45522339860339,12,19,1999
Germany,2000-12-19,2.2082203389830486,-1.6341355932203419,1.0707014041627119,12,19,2000
Germany,2001-12-19,3.057864406779659,0.33010169491525637,3.904598117898305,12,19,2001
Germany,2002-12-19,0.9472372881355913,-3.0195932203389866,0.34547579694915254,12,19,2002
Germany,2003-12-19,3.9713728813559315,-0.774779661016947,0.5452432500203389,12,19,2003
Germany,2004-12-19,2.0893728813559327,-2.9472881355932206,2.4188543023728815,12,19,2004
Germany,2005-12-19,2.1510847457627147,-1.4958305084745753,5.0057918433762705,12,19,2005
Germany,2006-12-19,4.408864406779658,1.0960000000000027,0.550131121342373,12,19,2006
Germany,2007-12-19,0.18961016949152196,-4.559389830508472,0.04928718117966102,12,19,2007
Germany,2008-12-19,4.946423728813563,0.6031186440677957,3.3032884180881354,12,19,2008
Germany,2009-12-19,-9.859491525423731,-13.662593220338984,0.5426827755254238,12,19,2009
Germany,2010-12-19,-0.8690677966101663,-7.867406779661017,5.033460937667796,12,19,2010
Germany,2011-12-19,1.8111525423728856,-0.956559322033898,1.048298213776271,12,19,2011
Germany,2012-12-19,3.4229830508474612,0.671915254237292,2.010183802901695,12,19,2012
Germany,2013-12-19,6.537576271186444,1.7578305084745804,2.8022123936135594,12,19,2013
Germany,1979-12-02,9.040576271186442,6.434661016949153,1.1459999476067797,12,2,1979
Germany,1980-12-02,-2.7563728813559325,-9.504389830508476,3.796160734616949,12,2,1980
Germany,1981-12-02,2.176915254237288,-0.9773559322033846,2.0235093427525426,12,2,1981
Germany,1982-12-02,3.7328305084745783,-0.9864237288135618,0.3347543672542373,12,2,1982
Germany,1983-12-02,-1.4049999999999971,-5.969694915254239,0.10776845141694914,12,2,1983
Germany,1984-12-02,5.67877966101695,-0.10498305084745621,0.09700322802711864,12,2,1984
Germany,1985-12-02,7.570254237288135,2.7147796610169515,2.2762299087457625,12,2,1985
Germany,1986-12-02,5.849983050847458,1.316406779661017,1.221647203281356,12,2,1986
Germany,1987-12-02,1.8176101694915234,-0.2122881355932219,0.8902823281627119,12,2,1987
Germany,1988-12-02,-0.2664915254237334,-2.5995762711864394,1.7153920010440677,12,2,1988
Germany,1989-12-02,2.713915254237285,-4.253593220338984,0.000640093179661017,12,2,1989
Germany,1990-12-02,2.782508474576274,-0.5142033898305064,1.5479201561491525,12,2,1990
Germany,1991-12-02,1.2569322033898276,-2.6308474576271177,0.24012233182372883,12,2,1991
Germany,1992-12-02,9.925271186440678,4.613288135593222,5.227671193871187,12,2,1992
Germany,1993-12-02,4.35449152542373,-4.137389830508479,3.1994193324203386,12,2,1993
Germany,1994-12-02,3.3810338983050876,-1.8811694915254247,0.06328195114576271,12,2,1994
Germany,1995-12-02,1.0240847457627102,-2.425406779661014,0.7963927422101694,12,2,1995
Germany,1996-12-02,4.186186440677969,1.2298305084745744,6.560200071701695,12,2,1996
Germany,1997-12-02,1.3779491525423777,-2.507372881355931,1.2347399745762713,12,2,1997
Germany,1998-12-02,-2.704576271186444,-6.637355932203391,0.12595292847457626,12,2,1998
Germany,1999-12-02,6.235355932203391,3.1445254237288136,5.082224509098305,12,2,1999
Germany,2000-12-02,10.17964406779661,5.918966101694916,1.8460292199864405,12,2,2000
Germany,2001-12-02,6.317271186440676,2.441677966101697,2.437329526535593,12,2,2001
Germany,2002-12-02,5.576067796610169,2.6864576271186467,2.6519355807864406,12,2,2002
Germany,2003-12-02,7.272847457627122,3.0265254237288146,0.1582485910779661,12,2,2003
Germany,2004-12-02,4.757728813559322,1.103050847457629,0.6680975349966102,12,2,2004
Germany,2005-12-02,1.9367118644067818,-2.9332033898305068,0.7522842344949153,12,2,2005
Germany,2006-12-02,8.58786440677966,3.5759830508474537,0.25190579263728813,12,2,2006
Germany,2007-12-02,8.498593220338979,4.624101694915256,9.892583242779661,12,2,2007
Germany,2008-12-02,4.173440677966102,1.3617457627118605,3.1962477438915253,12,2,2008
Germany,2009-12-02,4.987983050847455,0.1938813559322026,0.3642712132881356,12,2,2009
Germany,2010-12-02,-5.660101694915254,-8.792440677966104,3.00029195019661,12,2,2010
Germany,2011-12-02,10.86757627118644,3.2780508474576244,3.1955205302237286,12,2,2011
Germany,2012-12-02,1.4324406779661005,-1.9464237288135626,3.368752944040678,12,2,2012
Germany,2013-12-02,5.355220338983046,-0.2955593220338982,0.1645039767661017,12,2,2013
Germany,1979-12-20,0.6460000000000018,-2.278423728813557,1.9987202167322033,12,20,1979
Germany,1980-12-20,1.8510508474576293,-2.1731016949152546,1.2917084057084744,12,20,1980
Germany,1981-12-20,-6.385813559322035,-12.446338983050847,0.7601397228610169,12,20,1981
Germany,1982-12-20,6.1770847457627145,-0.1425084745762706,7.753014077979661,12,20,1982
Germany,1983-12-20,5.129593220338984,2.507389830508474,0.8810594638779661,12,20,1983
Germany,1984-12-20,5.137966101694914,1.656847457627125,4.046553569044068,12,20,1984
Germany,1985-12-20,5.4810169491525444,2.341593220338982,5.837184940637289,12,20,1985
Germany,1986-12-20,2.535847457627119,0.019796610169494324,4.151237424284746,12,20,1986
Germany,1987-12-20,8.064254237288141,5.4594406779661036,6.036952917722034,12,20,1987
Germany,1988-12-20,3.1903898305084737,-2.770559322033894,2.008248975579661,12,20,1988
Germany,1989-12-20,9.412254237288135,3.1350847457627125,11.25038089281356,12,20,1989
Germany,1990-12-20,1.3073559322033934,-2.5169830508474558,3.347397355484746,12,20,1990
Germany,1991-12-20,7.329067796610171,1.1281694915254254,5.746350306752542,12,20,1991
Germany,1992-12-20,4.230661016949152,1.1125762711864384,6.293398016623728,12,20,1992
Germany,1993-12-20,7.9600338983050865,1.9103559322033867,13.574138407077967,12,20,1993
Germany,1994-12-20,3.8026440677966105,1.1052711864406803,1.370846952122034,12,20,1994
Germany,1995-12-20,1.2166949152542383,-4.101016949152543,7.211757103566102,12,20,1995
Germany,1996-12-20,0.591203389830511,-4.178847457627119,4.63565793441356,12,20,1996
Germany,1997-12-20,2.6648305084745783,-0.689983050847455,2.898226127715254,12,20,1997
Germany,1998-12-20,4.0971186440677965,-0.42650847457627,1.8692761025898306,12,20,1998
Germany,1999-12-20,1.3785932203389832,-2.395610169491524,1.1315683530305085,12,20,1999
Germany,2000-12-20,1.3057796610169505,-2.9155593220338982,0.13517607026440678,12,20,2000
Germany,2001-12-20,1.007169491525426,-5.032559322033902,1.8333725330440678,12,20,2001
Germany,2002-12-20,0.299576271186439,-4.210593220338983,0.5313939512949153,12,20,2002
Germany,2003-12-20,7.53186440677966,3.6321186440677935,2.6041034718915252,12,20,2003
Germany,2004-12-20,1.5805932203389814,-3.774457627118647,0.05487345994576271,12,20,2004
Germany,2005-12-20,3.135830508474578,1.0944237288135563,4.842189252,12,20,2005
Germany,2006-12-20,4.846525423728817,1.1085932203389837,1.026767746738983,12,20,2006
Germany,2007-12-20,-0.4980000000000015,-6.165389830508475,0.01414024193898305,12,20,2007
Germany,2008-12-20,6.813423728813556,1.9705423728813567,5.843994051294915,12,20,2008
Germany,2009-12-20,-4.112135593220338,-13.957932203389829,2.6354389279728814,12,20,2009
Germany,2010-12-20,0.031372881355937146,-7.010813559322036,3.8160617880813557,12,20,2010
Germany,2011-12-20,2.4107627118644124,-1.6023389830508472,4.399012070054237,12,20,2011
Germany,2012-12-20,2.2734576271186424,-0.6470338983050863,1.3080594881898304,12,20,2012
Germany,2013-12-20,5.469016949152544,1.913322033898308,0.6148968737491526,12,20,2013
Germany,1979-12-21,-0.4942372881355871,-3.164525423728815,1.0063723035661016,12,21,1979
Germany,1980-12-21,2.798338983050843,0.5279152542372871,1.8053830371661017,12,21,1980
Germany,1981-12-21,-6.654779661016954,-13.583745762711866,1.3606347713491524,12,21,1981
Germany,1982-12-21,4.5148135593220315,2.5361694915254227,2.1390464144135595,12,21,1982
Germany,1983-12-21,4.731898305084748,2.319796610169493,3.5911561111322037,12,21,1983
Germany,1984-12-21,6.302372881355932,2.1578474576271183,7.563764257505084,12,21,1984
Germany,1985-12-21,5.964508474576273,1.7309661016949152,1.832820013098305,12,21,1985
Germany,1986-12-21,1.192152542372876,-3.4281186440677955,5.4534636637016956,12,21,1986
Germany,1987-12-21,8.333220338983052,6.668542372881357,2.6178068152677967,12,21,1987
Germany,1988-12-21,4.47022033898305,-2.063338983050844,1.872956550020339,12,21,1988
Germany,1989-12-21,11.70693220338983,9.04413559322034,8.287955732135593,12,21,1989
Germany,1990-12-21,3.0689152542372895,-0.5019491525423733,5.893455500786441,12,21,1990
Germany,1991-12-21,5.276186440677967,0.35361016949152696,8.604613665518643,12,21,1991
Germany,1992-12-21,2.698406779661019,1.0325593220338969,3.0587730927864407,12,21,1992
Germany,1993-12-21,4.599288135593222,-0.1568983050847457,12.61670304362034,12,21,1993
Germany,1994-12-21,2.8796271186440667,0.12911864406779777,0.9890022914847458,12,21,1994
Germany,1995-12-21,-1.6970677966101682,-7.620728813559319,2.0809143921355933,12,21,1995
Germany,1996-12-21,-3.381474576271188,-7.648898305084744,0.09368635899661017,12,21,1996
Germany,1997-12-21,1.86613559322034,0.0867118644067764,8.743165170711864,12,21,1997
Germany,1998-12-21,1.46906779661017,-1.5723559322033889,1.1126568109423727,12,21,1998
Germany,1999-12-21,0.2436271186440656,-4.119338983050847,0.6147514630372881,12,21,1999
Germany,2000-12-21,-0.6338983050847449,-5.049576271186446,0.007215599227118644,12,21,2000
Germany,2001-12-21,1.2293898305084727,-4.169016949152543,10.654672154155932,12,21,2001
Germany,2002-12-21,1.65722033898305,-1.5646949152542373,1.8803617518508475,12,21,2002
Germany,2003-12-21,8.372610169491528,2.293016949152541,7.845027476338983,12,21,2003
Germany,2004-12-21,-0.3638813559321991,-5.23901694915254,0.02500728833898305,12,21,2004
Germany,2005-12-21,3.1677118644067828,0.6636101694915246,1.5942397461559323,12,21,2005
Germany,2006-12-21,6.175457627118647,3.5148305084745797,0.8763168160677965,12,21,2006
Germany,2007-12-21,0.27772881355931933,-5.989966101694913,0.0010474254915254237,12,21,2007
Germany,2008-12-21,7.985864406779661,2.7207627118644058,2.692232480989831,12,21,2008
Germany,2009-12-21,-0.583322033898308,-6.041762711864406,2.098109306562712,12,21,2009
Germany,2010-12-21,-0.4553728813559304,-6.273694915254235,1.4868787178440677,12,21,2010
Germany,2011-12-21,3.0348813559322005,1.156016949152537,4.372738909077966,12,21,2011
Germany,2012-12-21,1.1047118644067806,-1.7133389830508496,4.432064548881356,12,21,2012
Germany,2013-12-21,4.575457627118647,1.3888135593220328,0.3762002817762712,12,21,2013
Germany,1979-12-22,2.1154915254237294,-1.6647288135593221,1.1730438648,12,22,1979
Germany,1980-12-22,2.9623898305084704,-0.1616101694915252,1.3518478706033898,12,22,1980
Germany,1981-12-22,-1.6240338983050826,-8.373050847457627,1.7274372362847459,12,22,1981
Germany,1982-12-22,4.334542372881359,0.4227457627118625,1.899651579620339,12,22,1982
Germany,1983-12-22,5.385796610169493,3.154677966101696,1.3627585022644069,12,22,1983
Germany,1984-12-22,3.997542372881356,0.5901864406779698,0.7702505897491525,12,22,1984
Germany,1985-12-22,5.900796610169493,1.053796610169494,0.06086703929491525,12,22,1985
Germany,1986-12-22,-1.863423728813561,-5.919237288135595,2.5727095664542374,12,22,1986
Germany,1987-12-22,7.743254237288133,3.086677966101697,2.3387263808949155,12,22,1987
Germany,1988-12-22,6.670440677966105,4.085898305084746,2.9352352177220338,12,22,1988
Germany,1989-12-22,10.81822033898305,7.280067796610172,15.123032633654239,12,22,1989
Germany,1990-12-22,3.3249152542372933,0.617627118644068,1.4314813156067796,12,22,1990
Germany,1991-12-22,8.77728813559322,2.986203389830511,8.412891993762711,12,22,1991
Germany,1992-12-22,2.533067796610167,0.8036271186440684,2.293715822033898,12,22,1992
Germany,1993-12-22,2.512474576271189,-0.3524576271186443,6.3448663863050845,12,22,1993
Germany,1994-12-22,2.129084745762713,-0.7510847457627094,0.6580740839186441,12,22,1994
Germany,1995-12-22,5.576220338983053,-3.432135593220342,10.254745507362712,12,22,1995
Germany,1996-12-22,-3.3177118644067867,-8.589745762711866,0.07745129694915254,12,22,1996
Germany,1997-12-22,1.9134745762711853,-0.3037118644067801,1.0198726169491525,12,22,1997
Germany,1998-12-22,1.5036610169491542,-1.7350677966101709,1.4606348720949152,12,22,1998
Germany,1999-12-22,-1.2386779661016958,-5.3749491525423725,0.10852491026440679,12,22,1999
Germany,2000-12-22,-1.7883389830508456,-7.187508474576267,0.008786736,12,22,2000
Germany,2001-12-22,0.38144067796609726,-4.212169491525422,5.911319552094915,12,22,2001
Germany,2002-12-22,4.030389830508474,-1.3117627118644077,11.477628305084746,12,22,2002
Germany,2003-12-22,2.181915254237289,-3.5947288135593225,2.3049178721084744,12,22,2003
Germany,2004-12-22,0.5328135593220293,-5.813033898305085,2.6164541322305084,12,22,2004
Germany,2005-12-22,4.096491525423729,1.540271186440679,3.212540670630508,12,22,2005
Germany,2006-12-22,5.809101694915254,2.776169491525422,0.4650568650305084,12,22,2006
Germany,2007-12-22,-0.9576440677966136,-6.53847457627119,0.0,12,22,2007
Germany,2008-12-22,8.389491525423727,4.760288135593218,3.1947055612474577,12,22,2008
Germany,2009-12-22,4.2308644067796655,-1.7714237288135608,6.245448371755932,12,22,2009
Germany,2010-12-22,0.24861016949152856,-2.2928983050847456,2.891970507172881,12,22,2010
Germany,2011-12-22,5.387152542372884,1.6102372881355944,4.825168745552542,12,22,2011
Germany,2012-12-22,3.0703050847457622,-0.7129830508474554,4.984464598901695,12,22,2012
Germany,2013-12-22,8.336406779661015,3.4297118644067814,2.0476584844474575,12,22,2013
Germany,1979-12-23,2.3774237288135622,-0.11342372881355872,1.3338236263728813,12,23,1979
Germany,1980-12-23,8.286305084745763,2.482711864406781,4.679140113152542,12,23,1980
Germany,1981-12-23,-1.732949152542374,-5.816847457627123,1.7121621761084747,12,23,1981
Germany,1982-12-23,1.9092711864406764,-2.079576271186445,2.1874609505898306,12,23,1982
Germany,1983-12-23,7.318627118644066,3.7101864406779685,6.223132371538983,12,23,1983
Germany,1984-12-23,2.6242542372881412,-0.3860338983050819,0.8123075024949153,12,23,1984
Germany,1985-12-23,5.313288135593222,1.168220338983054,0.19546122435254237,12,23,1985
Germany,1986-12-23,-2.168084745762714,-4.210542372881356,2.3339839579932207,12,23,1986
Germany,1987-12-23,3.7822711864406804,0.3158474576271158,0.15917959684067795,12,23,1987
Germany,1988-12-23,7.540762711864407,4.422033898305082,3.8445747737491525,12,23,1988
Germany,1989-12-23,7.021915254237289,3.0056101694915265,3.7801581704542375,12,23,1989
Germany,1990-12-23,4.521389830508473,2.411677966101694,0.7475416553898304,12,23,1990
Germany,1991-12-23,9.51942372881356,5.880491525423732,5.701907088366101,12,23,1991
Germany,1992-12-23,1.895779661016948,-0.7368474576271197,1.648356697220339,12,23,1992
Germany,1993-12-23,3.3807288135593208,1.3055254237288134,6.061771003240678,12,23,1993
Germany,1994-12-23,0.7398305084745762,-2.8019491525423703,0.41780636017627115,12,23,1994
Germany,1995-12-23,7.987203389830508,2.7728135593220347,11.24990156416271,12,23,1995
Germany,1996-12-23,-4.180220338983053,-7.3732203389830495,2.2472506688949156,12,23,1996
Germany,1997-12-23,2.2618474576271206,-0.5612542372881323,0.5085252461288136,12,23,1997
Germany,1998-12-23,1.9824915254237272,-1.8581864406779698,0.44099523860338985,12,23,1998
Germany,1999-12-23,1.2094915254237313,-3.955762711864411,3.1742803147118646,12,23,1999
Germany,2000-12-23,-0.45466101694914984,-6.740135593220341,0.0004073321898305085,12,23,2000
Germany,2001-12-23,-2.764271186440681,-9.750525423728813,1.684259861857627,12,23,2001
Germany,2002-12-23,2.812694915254236,-0.5643050847457648,2.5948222734508475,12,23,2002
Germany,2003-12-23,0.00650847457627266,-4.5985254237288125,0.5974979871050847,12,23,2003
Germany,2004-12-23,6.7116610169491535,0.6817796610169494,5.432035257762712,12,23,2004
Germany,2005-12-23,4.866305084745766,2.767644067796608,4.291359563959322,12,23,2005
Germany,2006-12-23,4.09415254237288,0.8868644067796637,0.27070127926779664,12,23,2006
Germany,2007-12-23,-0.0333898305084721,-5.410135593220338,0.725647596040678,12,23,2007
Germany,2008-12-23,5.529559322033901,3.155779661016952,0.9082338841220339,12,23,2008
Germany,2009-12-23,1.507593220338982,-0.6690508474576259,3.591040187471186,12,23,2009
Germany,2010-12-23,1.1934237288135598,-1.168949152542374,6.9671542146711865,12,23,2010
Germany,2011-12-23,7.772915254237291,4.857203389830506,2.1739895176271187,12,23,2011
Germany,2012-12-23,8.795966101694917,1.7542203389830517,20.11062444437288,12,23,2012
Germany,2013-12-23,8.643677966101697,4.5077288135593205,1.7545829351796611,12,23,2013
Germany,1979-12-24,1.6525593220338997,-2.3254576271186407,1.007448767877966,12,24,1979
Germany,1980-12-24,9.140644067796615,5.611305084745766,1.8088163133559323,12,24,1980
Germany,1981-12-24,-1.190983050847459,-4.855101694915258,2.6550487300881356,12,24,1981
Germany,1982-12-24,-0.08005084745762611,-2.896864406779659,0.5292990441762712,12,24,1982
Germany,1983-12-24,10.252898305084747,4.914288135593221,3.832791347715254,12,24,1983
Germany,1984-12-24,2.272186440677965,-1.4809152542372879,1.0337216135186442,12,24,1984
Germany,1985-12-24,4.623101694915255,2.0576610169491563,0.49487937998644066,12,24,1985
Germany,1987-12-24,2.4606779661016946,-1.4311355932203356,0.10386970889491526,12,24,1987
Germany,1988-12-24,7.8248305084745775,3.596271186440678,7.552693167254237,12,24,1988
Germany,1989-12-24,6.783881355932207,3.44657627118644,3.75993720439322,12,24,1989
Germany,1990-12-24,2.6076271186440687,-0.20525423728813633,0.5766076066576271,12,24,1990
Germany,1991-12-24,6.4499999999999975,1.6014067796610174,3.9865596764338984,12,24,1991
Germany,1992-12-24,0.7762033898305065,-1.8115084745762715,0.3977889032135593,12,24,1992
Germany,1993-12-24,3.017135593220343,0.7392372881355943,5.783796635308475,12,24,1993
Germany,1994-12-24,-1.283525423728811,-4.779999999999999,0.1260111094779661,12,24,1994
Germany,1995-12-24,3.5766101694915235,-3.2834067796610134,6.35301287560678,12,24,1995
Germany,1996-12-24,-5.438525423728812,-10.836186440677968,0.22476004303728814,12,24,1996
Germany,1997-12-24,7.703525423728813,1.1887796610169519,4.031190773694916,12,24,1997
Germany,1998-12-24,1.8358474576271226,-2.2183898305084733,0.9175447396067796,12,24,1998
Germany,1999-12-24,3.9979661016949137,-1.102881355932206,1.8755023373694915,12,24,1999
Germany,2000-12-24,0.9944067796610159,-4.360220338983051,1.2911555317423729,12,24,2000
Germany,2001-12-24,-0.019898305084747863,-8.441932203389833,6.092262746115254,12,24,2001
Germany,2002-12-24,2.363576271186442,-0.6641864406779645,3.0798091230101696,12,24,2002
Germany,2003-12-24,0.45681355932203543,-3.945966101694916,0.32825148016271183,12,24,2003
Germany,2004-12-24,7.207661016949152,4.742067796610174,4.83718501159322,12,24,2004
Germany,2005-12-24,5.541661016949154,3.920627118644072,3.152110169166102,12,24,2005
Germany,2006-12-24,4.262254237288138,-0.18189830508474558,0.3619435562847457,12,24,2006
Germany,2007-12-24,0.5053050847457625,-3.2266949152542392,0.5449231591322033,12,24,2007
Germany,2008-12-24,5.621881355932202,3.2605593220338984,2.5132970145355933,12,24,2008
